record_type,n,m,orbit,basepoint,permutation,translation_vector,open_count_actual,open_count_standard,h1_dim_actual,h1_dim_standard,j_rank,aut_expected,aut_enumerated,basepoint_independent,joint_action_ok,lift_descend_ok,group_inverse_ok,diagonal_ok,nonzero_coboundary_ok,zero_isotropy_potential_ok,invariant_dim,mixed_length_rejected,packet_schematic_only,replaces_source_proof,status
AUT,5,3,,,"[1,2,0]","[0,0,1]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[0,0,2]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[0,0,3]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[0,0,4]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[0,1,0]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[0,1,1]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[0,1,2]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[0,1,3]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[0,1,4]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[0,2,0]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[0,2,1]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[0,2,2]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[0,2,3]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[0,2,4]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[0,3,0]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[0,3,1]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[0,3,2]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[0,3,3]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[0,3,4]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[0,4,0]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[0,4,1]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[0,4,2]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[0,4,3]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[0,4,4]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[1,0,0]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[1,0,1]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[1,0,2]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[1,0,3]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[1,0,4]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[1,1,0]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[1,1,1]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[1,1,2]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[1,1,3]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[1,1,4]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[1,2,0]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[1,2,1]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[1,2,2]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[1,2,3]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[1,2,4]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[1,3,0]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[1,3,1]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[1,3,2]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[1,3,3]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[1,3,4]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[1,4,0]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[1,4,1]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[1,4,2]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[1,4,3]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[1,4,4]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[2,0,0]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[2,0,1]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[2,0,2]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[2,0,3]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[2,0,4]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[2,1,0]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[2,1,1]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[2,1,2]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[2,1,3]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[2,1,4]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[2,2,0]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[2,2,1]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[2,2,2]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[2,2,3]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[2,2,4]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[2,3,0]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[2,3,1]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[2,3,2]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[2,3,3]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[2,3,4]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[2,4,0]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[2,4,1]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[2,4,2]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[2,4,3]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[2,4,4]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[3,0,0]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[3,0,1]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[3,0,2]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[3,0,3]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[3,0,4]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[3,1,0]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[3,1,1]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[3,1,2]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[3,1,3]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[3,1,4]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[3,2,0]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[3,2,1]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[3,2,2]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[3,2,3]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[3,2,4]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[3,3,0]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[3,3,1]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[3,3,2]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[3,3,3]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[3,3,4]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[3,4,0]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[3,4,1]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[3,4,2]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[3,4,3]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[3,4,4]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[4,0,0]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[4,0,1]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[4,0,2]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[4,0,3]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[4,0,4]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[4,1,0]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[4,1,1]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[4,1,2]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[4,1,3]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[4,1,4]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[4,2,0]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[4,2,1]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[4,2,2]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[4,2,3]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[4,2,4]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[4,3,0]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[4,3,1]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[4,3,2]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[4,3,3]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[4,3,4]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[4,4,0]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[4,4,1]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[4,4,2]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[4,4,3]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[1,2,0]","[4,4,4]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[2,0,1]","[0,0,0]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[2,0,1]","[0,0,1]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[2,0,1]","[0,0,2]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[2,0,1]","[0,0,3]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[2,0,1]","[0,0,4]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[2,0,1]","[0,1,0]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[2,0,1]","[0,1,1]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[2,0,1]","[0,1,2]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[2,0,1]","[0,1,3]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[2,0,1]","[0,1,4]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[2,0,1]","[0,2,0]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[2,0,1]","[0,2,1]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[2,0,1]","[0,2,2]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[2,0,1]","[0,2,3]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[2,0,1]","[0,2,4]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[2,0,1]","[0,3,0]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[2,0,1]","[0,3,1]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[2,0,1]","[0,3,2]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[2,0,1]","[0,3,3]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[2,0,1]","[0,3,4]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[2,0,1]","[0,4,0]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[2,0,1]","[0,4,1]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[2,0,1]","[0,4,2]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[2,0,1]","[0,4,3]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[2,0,1]","[0,4,4]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[2,0,1]","[1,0,0]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[2,0,1]","[1,0,1]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[2,0,1]","[1,0,2]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[2,0,1]","[1,0,3]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[2,0,1]","[1,0,4]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[2,0,1]","[1,1,0]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[2,0,1]","[1,1,1]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[2,0,1]","[1,1,2]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[2,0,1]","[1,1,3]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[2,0,1]","[1,1,4]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[2,0,1]","[1,2,0]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[2,0,1]","[1,2,1]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[2,0,1]","[1,2,2]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[2,0,1]","[1,2,3]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[2,0,1]","[1,2,4]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[2,0,1]","[1,3,0]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[2,0,1]","[1,3,1]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[2,0,1]","[1,3,2]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[2,0,1]","[1,3,3]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[2,0,1]","[1,3,4]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[2,0,1]","[1,4,0]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[2,0,1]","[1,4,1]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[2,0,1]","[1,4,2]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[2,0,1]","[1,4,3]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[2,0,1]","[1,4,4]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[2,0,1]","[2,0,0]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[2,0,1]","[2,0,1]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[2,0,1]","[2,0,2]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[2,0,1]","[2,0,3]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[2,0,1]","[2,0,4]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[2,0,1]","[2,1,0]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[2,0,1]","[2,1,1]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[2,0,1]","[2,1,2]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[2,0,1]","[2,1,3]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[2,0,1]","[2,1,4]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[2,0,1]","[2,2,0]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[2,0,1]","[2,2,1]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[2,0,1]","[2,2,2]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[2,0,1]","[2,2,3]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[2,0,1]","[2,2,4]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[2,0,1]","[2,3,0]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[2,0,1]","[2,3,1]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[2,0,1]","[2,3,2]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[2,0,1]","[2,3,3]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[2,0,1]","[2,3,4]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[2,0,1]","[2,4,0]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[2,0,1]","[2,4,1]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[2,0,1]","[2,4,2]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[2,0,1]","[2,4,3]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[2,0,1]","[2,4,4]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[2,0,1]","[3,0,0]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[2,0,1]","[3,0,1]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[2,0,1]","[3,0,2]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
AUT,5,3,,,"[2,0,1]","[3,0,3]",2,32768,1,3,1,750,750,true,true,true,true,true,true,true,1,true,true,false,PASS
